@relation 'node-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7,last'

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
147,0,487,1,0,943,666,1
55,0,690,1,0,1389,1059,1
178,3,649,15,10,1387,1048,0
675,53,492,80,77,1075,728,1
50,0,686,4,2,1399,1069,1
111,6,459,12,9,750,587,1
21,59,569,78,70,1439,1050,1
38,78,589,108,103,1332,977,1
84,0,639,1,0,1365,1037,0
105,7,558,9,8,906,715,1
6,89,601,150,122,1361,1000,1
57,6,568,18,11,1238,891,1
41,10,481,13,12,1026,705,1
3,13,573,26,23,1287,953,0
35,0,774,5,4,1525,1196,0
19,2,464,13,11,792,571,0
35,0,601,1,0,1349,998,1
128,0,255,2,0,93,41,1
193,2,770,3,2,1521,1192,1
335,0,539,2,1,1349,969,1
80,10,773,11,12,1533,1213,1
47,0,776,1,0,1495,1182,1
12,22,676,29,25,1052,860,1
66,6,423,5,3,681,475,1
273,5,518,8,5,673,532,1
52,35,616,41,30,1439,1065,1
133,4,694,6,5,1402,1075,1
24,0,589,4,0,1308,972,1
34,42,488,62,51,1045,715,0
37,56,258,3,2,102,47,1
59,0,688,1,0,1075,881,0
61,22,471,16,21,899,633,0
34,16,685,37,35,1417,1070,1
88,9,507,11,9,828,644,1
49,51,490,66,59,790,623,1
158,0,781,1,0,1480,1168,0
42,0,612,2,1,1422,1055,0
21,0,487,1,0,805,589,0
13,11,638,21,13,1359,1017,1
151,0,604,1,0,1377,1001,0
42,0,465,3,1,781,560,0
53,32,516,45,43,1126,780,1
8,9,527,11,4,707,575,0
18,0,556,1,0,1375,999,0
36,9,459,12,11,871,604,0
53,137,689,186,167,1409,1071,1
47,87,506,60,61,815,638,1
18,1,580,8,6,855,699,1
6,0,543,1,0,1356,979,0
74,27,575,52,51,1349,990,1
247,0,587,1,0,1404,1036,0
61,17,646,25,20,1409,1054,1
80,20,754,10,13,1498,1179,1
212,0,430,1,0,705,486,1
8,5,481,5,4,584,453,0
87,0,684,1,0,1401,1068,1
16,56,614,71,69,1432,1068,0
179,0,765,2,0,1492,1175,1
48,39,423,29,32,678,480,0
132,0,416,1,0,703,538,1
6,127,631,180,165,1379,1065,1
8,15,552,21,14,892,696,1
150,0,585,3,0,1312,959,0
155,0,622,1,0,993,792,1
77,0,552,1,0,893,697,1
48,4,637,20,15,1365,1024,1
16,9,645,19,11,1402,1053,1
52,12,576,35,23,1375,1012,1
28,0,587,1,0,1409,1038,1
20,89,593,133,122,1323,982,1
156,0,632,2,0,1381,1025,0
88,0,561,1,1,915,714,0
41,0,581,1,0,1327,958,1
156,9,621,11,10,982,795,1
163,0,645,6,4,1395,1049,1
16,9,596,17,13,919,737,1
251,2,474,5,3,806,630,1
63,53,530,72,66,857,678,1
81,83,511,62,59,836,653,0
160,0,727,1,0,1487,1169,1
142,0,291,3,1,126,68,1
167,0,690,4,0,1434,1078,1
151,0,515,1,0,1103,770,0
61,46,548,48,39,902,703,0
913,0,478,2,1,832,594,0
26,31,579,42,31,1406,1034,0
17,8,564,13,12,927,716,0
98,0,735,4,0,1472,1141,1
18,0,555,1,0,906,715,0
6,13,487,14,9,588,458,0
48,21,756,24,28,1515,1176,1
89,22,529,34,30,857,682,1
106,146,730,200,186,1461,1141,1
164,132,756,193,174,1510,1185,1
98,0,560,1,0,1393,1011,0
313,0,515,1,0,1112,770,0
5,1,612,2,1,963,785,0
30,0,585,1,0,1443,1051,0
28,0,612,1,0,1420,1056,0
196,0,635,1,0,1364,1027,1
71,37,727,43,40,1494,1173,1
306,0,419,1,0,704,539,1
109,0,634,22,21,1375,1022,0
35,83,518,62,59,845,666,1
168,0,639,12,9,1002,809,1
43,42,490,27,32,742,529,0
24,0,634,1,0,1375,1022,0
264,0,572,7,9,1429,1055,1
9,0,689,2,0,1408,1063,0
26,0,572,6,3,1299,958,0
25,0,601,1,0,1375,999,1
36,1,582,21,19,892,715,1
114,0,557,1,0,1431,1022,0
28,1,582,18,17,835,683,0
5,0,515,7,3,1105,770,1
80,5,467,7,6,895,630,1
24,59,570,77,70,1439,1050,1
91,10,723,17,13,1500,1164,1
159,4,596,6,4,1438,1050,1
11,21,683,25,24,1392,1060,1
9,0,423,2,0,742,554,0
45,41,539,52,52,1165,819,1
40,7,315,1,0,202,142,1
162,141,737,191,182,1473,1144,1
114,11,476,15,14,971,675,1
65,0,550,2,0,1185,839,1
40,34,554,26,27,1201,845,1
160,15,769,21,18,1489,1186,0
66,0,609,1,0,970,769,0
205,0,576,1,0,1411,1033,0
24,2,585,9,7,1314,961,1
27,13,636,29,27,1361,1038,0
7,15,572,23,21,1288,938,0
4,0,233,1,0,6,1,0
92,0,656,2,0,984,803,0
17,5,559,19,17,1411,1026,1
52,0,617,3,0,1437,1059,1
229,0,499,2,0,1083,741,0
62,0,487,1,0,941,669,1
49,0,573,17,16,1370,1007,0
183,0,580,1,0,1290,959,1
6,0,574,1,0,1350,993,1
82,0,415,2,0,698,531,1
4,0,482,1,0,1037,711,1
39,0,571,1,0,1282,935,1
